Generating synthetic dataset ...
Train: (2000, 1, 16, 16)  Val: (400, 1, 16, 16)
Config: {'conv_layers': [(8, 3, 1)], 'pool_size': 2, 'pool_stride': 2, 'dense_layers': [64], 'n_classes': 10, 'batch_size': 32, 'n_epochs': 3, 'lr': 0.001, 'weight_decay': 0.0001, 'seed': 42, 'input_shape': (1, 16, 16)}

Epoch   1 | loss 0.4992 | val acc 1.0000
Epoch   2 | loss 0.0270 | val acc 1.0000
Epoch   3 | loss 0.0097 | val acc 1.0000

Final val accuracy: 1.0000
         568786 function calls (566246 primitive calls) in 1.856 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:128(<lambda>)
        4    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        4    0.000    0.000    0.000    0.000 _py_warnings.py:111(_get_filters)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:166(<genexpr>)
       50    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 argparse.py:1205(_SubParsersAction)
       17    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot_ex}
        4    0.000    0.000    0.000    0.000 _compiler.py:421(_generate_overlap_table)
        4    0.000    0.000    0.000    0.000 argparse.py:2644(_get_value)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        2    0.000    0.000    0.000    0.000 {built-in method nt.isatty}
        4    0.000    0.000    0.000    0.000 inspect.py:2404(_descriptor_get)
        7    0.000    0.000    0.000    0.000 argparse.py:616(_metavar_formatter)
        1    0.000    0.000    0.000    0.000 platform.py:938(uname_result)
        7    0.000    0.000    0.000    0.000 argparse.py:876(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:472(__enter__)
        6    0.000    0.000    0.000    0.000 _exceptions.py:16(_display_as_base)
        2    0.000    0.000    0.000    0.000 __init__.py:322(get_default_scheme)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
       44    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:254(basename)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:488(__exit__)
        4    0.000    0.000    0.000    0.000 getlimits.py:436(max)
        1    0.000    0.000    0.000    0.000 __init__.py:488(__getitem__)
        1    0.000    0.000    0.000    0.000 threading.py:602(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:3606(TextIO)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 _zstdfile.py:20(ZstdFile)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.LoadLibrary}
        7    0.000    0.000    0.000    0.000 enum.py:187(__get__)
       16    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
        4    0.000    0.000    0.000    0.000 inspect.py:2071(_signature_is_functionlike)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:80(isabs)
        1    0.000    0.000    0.000    0.000 argparse.py:2225(consume_positionals)
        2    0.000    0.000    0.000    0.000 <string>:2(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method _winapi.LCMapStringEx}
       44    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 threading.py:438(notify_all)
        5    0.000    0.000    0.000    0.000 enum.py:334(__init__)
        7    0.000    0.000    0.000    0.000 argparse.py:624(format)
       42    0.000    0.000    0.000    0.000 _compat_pickle.py:164(<genexpr>)
       31    0.000    0.000    0.000    0.000 _compiler.py:442(_get_iscased)
       23    0.000    0.000    0.000    0.000 overrides.py:180(array_function_from_dispatcher)
        8    0.000    0.000    0.000    0.000 typing.py:1136(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        4    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1455(StructuredVoidFormat)
       33    0.000    0.000    0.000    0.000 dataclasses.py:419(<genexpr>)
        5    0.000    0.000    0.000    0.000 enum.py:947(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 __init__.py:160(py_object)
        2    0.000    0.000    0.000    0.000 __init__.py:310(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 random.py:901(getrandbits)
       46    0.000    0.000    0.000    0.000 dataclasses.py:1169(<genexpr>)
       65    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       41    0.000    0.000    0.000    0.000 dataclasses.py:762(_is_kw_only)
        4    0.000    0.000    0.000    0.000 annotationlib.py:424(__get_ast)
        2    0.000    0.000    0.000    0.000 __init__.py:421(_FuncPtr)
        1    0.000    0.000    0.000    0.000 cnn.py:23(Conv2D)
        1    0.000    0.000    0.000    0.000 argparse.py:1837(ArgumentParser)
        1    0.000    0.000    0.000    0.000 npyio.py:1(<module>)
        8    0.000    0.000    0.000    0.000 functools.py:1095(__init__)
        4    0.000    0.000    0.000    0.000 warnings.py:80(__enter__)
        5    0.000    0.000    0.000    0.000 threading.py:126(RLock)
       20    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 dataclasses.py:536(_make_annotate_function)
        3    0.000    0.000    0.000    0.000 locale.py:386(normalize)
       12    0.000    0.000    0.000    0.000 inspect.py:184(isclass)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
       20    0.000    0.000    0.000    0.000 fromnumeric.py:2202(_clip_dispatcher)
        4    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        4    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       33    0.000    0.000    0.000    0.000 dataclasses.py:1233(<genexpr>)
        1    0.000    0.000    0.000    0.000 argparse.py:1157(__init__)
        3    0.000    0.000    0.000    0.000 argparse.py:1694(_get_handler)
        1    0.000    0.000    0.000    0.000 typing.py:1679(_UnionGenericAliasMeta)
       13    0.000    0.000    0.000    0.000 mixins.py:37(_inplace_binary_method)
        4    0.000    0.000    0.000    0.000 annotationlib.py:683(create_unique_name)
        1    0.000    0.000    0.000    0.000 _colorize.py:115(ThemeSection)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:325(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        4    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
       17    0.000    0.000    0.000    0.000 _compiler.py:33(_combine_flags)
        4    0.000    0.000    0.000    0.000 argparse.py:659(_expand_help)
        1    0.000    0.000    0.000    0.000 _exceptions.py:108(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 threading.py:290(__init__)
       34    0.000    0.000    0.000    0.000 enum.py:236(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:534(LibraryLoader)
       16    0.000    0.000    0.000    0.000 typing.py:2974(<genexpr>)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        1    0.000    0.000    0.000    0.000 contextlib.py:41(AbstractAsyncContextManager)
        6    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:2267(vectorize)
        8    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 dataclasses.py:336(__set_name__)
        1    0.000    0.000    0.000    0.000 threading.py:685(Barrier)
       14    0.000    0.000    0.000    0.000 mixins.py:27(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:13(_NestedSequence)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 hmac.py:42(HMAC)
        1    0.000    0.000    0.000    0.000 argparse.py:1415(_ActionsContainer)
        7    0.000    0.000    0.000    0.000 argparse.py:1703(_check_conflict)
        1    0.000    0.000    0.000    0.000 getlimits.py:354(iinfo)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 contextlib.py:472(_BaseExitStack)
       13    0.000    0.000    0.000    0.000 typing.py:501(__init_subclass__)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        1    0.000    0.000    0.000    0.000 _streams.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:30(__array_namespace_info__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:34(_get_bothseps)
        1    0.000    0.000    0.000    0.000 typing.py:3592(BinaryIO)
        4    0.000    0.000    0.000    0.000 inspect.py:196(ismethoddescriptor)
       18    0.000    0.000    0.000    0.000 dataclasses.py:420(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:408(notify)
        7    0.000    0.000    0.000    0.000 typing.py:2709(final)
        1    0.000    0.000    0.000    0.000 _colorize.py:157(Argparse)
       10    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 threading.py:278(Condition)
        4    0.000    0.000    0.000    0.000 typing.py:1033(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 typing.py:1215(_BaseGenericAlias)
        8    0.000    0.000    0.000    0.000 typing.py:3109(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 inspect.py:1693(_shadowed_dict_from_weakref_mro_tuple)
        1    0.000    0.000    0.000    0.000 contextlib.py:631(AsyncExitStack)
        1    0.000    0.000    0.000    0.000 records.py:279(recarray)
        8    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 _dtype_like.py:29(__annotate__)
        1    0.000    0.000    0.000    0.000 _colorize.py:16(ANSIColors)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1106(_resolve_filename)
        5    0.000    0.000    0.000    0.000 dataclasses.py:1414(dataclass)
        1    0.000    0.000    0.000    0.000 threading.py:146(_RLock)
        1    0.000    0.000    0.000    0.000 typing.py:2857(SupportsInt)
        1    0.000    0.000    0.000    0.000 platform.py:882(_Processor)
        1    0.000    0.000    0.000    0.000 _colorize.py:174(Syntax)
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       14    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        4    0.000    0.000    0.000    0.000 warnings.py:84(__exit__)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:462(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:549(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:13(NumpyVersion)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:343(expanduser)
        4    0.000    0.000    0.000    0.000 argparse.py:2429(_parse_optional)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        1    0.000    0.000    0.000    0.000 __init__.py:396(CDLL)
        1    0.000    0.000    0.000    0.000 typing.py:2890(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:3660(_IdentityCallable)
        1    0.000    0.000    0.000    0.000 typing.py:3423(NewType)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1161(create_module)
        7    0.000    0.000    0.000    0.000 enum.py:1324(value)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:12(__init__)
        1    0.000    0.000    0.000    0.000 _globals.py:53(__new__)
        4    0.000    0.000    0.000    0.000 __init__.py:604(CFunctionType)
        1    0.000    0.000    0.000    0.000 typing.py:1600(_DeprecatedGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1701(_UnionGenericAlias)
        2    0.000    0.000    0.000    0.000 _arraysetops_impl.py:419(__annotate__)
        1    0.000    0.000    0.000    0.000 _colorize.py:201(Unittest)
        1    0.000    0.000    0.000    0.000 _colorize.py:189(Traceback)
       10    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:45(add)
        1    0.000    0.000    0.000    0.000 threading.py:591(Event)
        4    0.000    0.000    0.000    0.000 dataclasses.py:705(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:193(_Framer)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:50(BagObj)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:419(UniqueAllResult)
        4    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._reload_guard}
       10    0.000    0.000    0.000    0.000 <frozen _collections_abc>:345(__subclasshook__)
        1    0.000    0.000    0.000    0.000 records.py:196(record)
        1    0.000    0.000    0.000    0.000 typing.py:1791(_UnpackGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:2868(SupportsFloat)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:723(IndexExpression)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:266(__init__)
        1    0.000    0.000    0.000    0.000 random.py:225(__init_subclass__)
        8    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 dataclasses.py:437(__init__)
        4    0.000    0.000    0.000    0.000 inspect.py:432(isbuiltin)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:3482(ndim)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:386(errstate)
        1    0.000    0.000    0.000    0.000 _internal.py:211(dummy_ctype)
        1    0.000    0.000    0.000    0.000 threading.py:313(__enter__)
        1    0.000    0.000    0.000    0.000 typing.py:2144(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 threading.py:328(_is_owned)
        1    0.000    0.000    0.000    0.000 typing.py:2879(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:2912(SupportsAbs)
        4    0.000    0.000    0.000    0.000 typing.py:3152(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:44(_HasDType)
        4    0.000    0.000    0.000    0.000 mixins.py:52(_unary_method)
        1    0.000    0.000    0.000    0.000 __init__.py:44(FrameInfo)
        1    0.000    0.000    0.000    0.000 random.py:888(SystemRandom)
        1    0.000    0.000    0.000    0.000 _colorize.py:157(__annotate__)
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        6    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 warnings.py:79(_Lock)
        1    0.000    0.000    0.000    0.000 arrayprint.py:977(FloatingFormat)
        1    0.000    0.000    0.000    0.000 contextlib.py:393(_RedirectStream)
        1    0.000    0.000    0.000    0.000 _internal.py:591(_Stream)
        1    0.000    0.000    0.000    0.000 typing.py:166(__getattr__)
        1    0.000    0.000    0.000    0.000 typing.py:2923(SupportsRound)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:337(__init__)
        2    0.000    0.000    0.000    0.000 _dtype_like.py:35(__annotate__)
        1    0.000    0.000    0.000    0.000 _utils_impl.py:126(_Deprecate)
        1    0.000    0.000    0.000    0.000 _datasource.py:97(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       12    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        9    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1017(is_package)
        8    0.000    0.000    0.000    0.000 functools.py:1101(__set_name__)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:439(__subclasshook__)
        1    0.000    0.000    0.000    0.000 argparse.py:1749(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 threading.py:1409(_DeleteDummyThreadOnDel)
        1    0.000    0.000    0.000    0.000 _datasource.py:532(Repository)
        1    0.000    0.000    0.000    0.000 cnn.py:175(ReLU)
        1    0.000    0.000    0.000    0.000 _streams.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 _colorize.py:174(__annotate__)
       24    0.000    0.000    0.000    0.000 inspect.py:2737(default)
        2    0.000    0.000    0.000    0.000 argparse.py:994(__call__)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:67(_GlobalContext)
        1    0.000    0.000    0.000    0.000 records.py:56(format_parser)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:583(__init__)
        1    0.000    0.000    0.000    0.000 _nbit_base.py:7(NBitBase)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(_FileOpeners)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        4    0.000    0.000    0.000    0.000 _py_warnings.py:89(_get_context)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:596(catch_warnings)
        1    0.000    0.000    0.000    0.000 _globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:45(PytestTester)
        2    0.000    0.000    0.000    0.000 __init__.py:105(CFunctionType)
        1    0.000    0.000    0.000    0.000 threading.py:1054(_set_native_id)
        1    0.000    0.000    0.000    0.000 typing.py:3138(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 _array_like.py:31(_SupportsArray)
        1    0.000    0.000    0.000    0.000 _colorize.py:201(__annotate__)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        8    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        1    0.000    0.000    0.000    0.000 argparse.py:1042(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 _exceptions.py:31(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 pickle.py:256(_Unframer)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(IntegerFormat)
        2    0.000    0.000    0.000    0.000 __init__.py:289(_get_preferred_schemes)
        1    0.000    0.000    0.000    0.000 typing.py:1974(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:2901(SupportsIndex)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:107(nd_grid)
        1    0.000    0.000    0.000    0.000 typing.py:1615(_CallableGenericAlias)
        1    0.000    0.000    0.000    0.000 _linalg.py:84(EigResult)
        2    0.000    0.000    0.000    0.000 _arraysetops_impl.py:426(__annotate__)
        1    0.000    0.000    0.000    0.000 _array_like.py:36(_SupportsArrayFunc)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:49(_HasNumPyDType)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:29(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:14(DummyArray)
        1    0.000    0.000    0.000    0.000 _colorize.py:189(__annotate__)
        5    0.000    0.000    0.000    0.000 dataclasses.py:359(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:2412(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:52(_Context)
        4    0.000    0.000    0.000    0.000 _py_warnings.py:71(_filters)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:681(deprecated)
        1    0.000    0.000    0.000    0.000 _globals.py:99(_SignatureDescriptor)
        1    0.000    0.000    0.000    0.000 cnn.py:266(CNN)
        1    0.000    0.000    0.000    0.000 threading.py:1308(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 __init__.py:307(_PointerTypeCache)
        1    0.000    0.000    0.000    0.000 threading.py:316(__exit__)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 typing.py:576(_AnyMeta)
        4    0.000    0.000    0.000    0.000 __init__.py:535(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:257(c_char_p)
        1    0.000    0.000    0.000    0.000 threading.py:459(Semaphore)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:318(__init__)
        4    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 argparse.py:2668(_check_value)
        1    0.000    0.000    0.000    0.000 argparse.py:923(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 exceptions.py:108(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:37(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 contextlib.py:775(nullcontext)
        1    0.000    0.000    0.000    0.000 typing.py:588(Any)
        1    0.000    0.000    0.000    0.000 typing.py:569(_TypedCacheSpecialForm)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:211(MGridClass)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:590(ndenumerate)
        1    0.000    0.000    0.000    0.000 _linalg.py:88(EighResult)
        1    0.000    0.000    0.000    0.000 _linalg.py:92(QRResult)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:35(_DTypeDict)
        3    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated_lock_held}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._acquire_lock}
        2    0.000    0.000    0.000    0.000 argparse.py:2519(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 argparse.py:961(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1334(FileType)
        5    0.000    0.000    0.000    0.000 multiarray.py:197(concatenate)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:571(WarningMessage)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(ComplexWarning)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:3478(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 pickle.py:96(_Stop)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1333(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:257(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:494(PyDLL)
        1    0.000    0.000    0.000    0.000 _endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 typing.py:165(_LazyAnnotationLib)
        1    0.000    0.000    0.000    0.000 typing.py:424(_Sentinel)
        1    0.000    0.000    0.000    0.000 threading.py:546(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 typing.py:2091(Protocol)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:143(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:640(ndindex)
        1    0.000    0.000    0.000    0.000 typing.py:2964(NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 _linalg.py:96(SlogdetResult)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:426(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 cnn.py:122(MaxPool2D)
        2    0.000    0.000    0.000    0.000 _colorize.py:322(get_theme)
        1    0.000    0.000    0.000    0.000 _colorize.py:210(__annotate__)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        3    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        8    0.000    0.000    0.000    0.000 inspect.py:3042(parameters)
        8    0.000    0.000    0.000    0.000 inspect.py:3046(return_annotation)
        1    0.000    0.000    0.000    0.000 argparse.py:220(__init__)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:68(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:825(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:1155(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1176(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1993(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 _exceptions.py:67(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1392(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 contextlib.py:129(_GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 contextlib.py:342(closing)
        1    0.000    0.000    0.000    0.000 contextlib.py:433(suppress)
        1    0.000    0.000    0.000    0.000 threading.py:1361(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1438(_DummyThread)
        1    0.000    0.000    0.000    0.000 __init__.py:512(HRESULT)
        1    0.000    0.000    0.000    0.000 typing.py:3641(<generic parameters of reveal_type>)
        1    0.000    0.000    0.000    0.000 typing.py:3752(<generic parameters of override>)
        2    0.000    0.000    0.000    0.000 _arraysetops_impl.py:431(__annotate__)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:431(UniqueInverseResult)
        1    0.000    0.000    0.000    0.000 introspect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cnn.py:176(__init__)
        1    0.000    0.000    0.000    0.000 <frozen os>:1145(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:218(_Section)
        1    0.000    0.000    0.000    0.000 argparse.py:708(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:998(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1395(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:754(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:796(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:1323(_ExtendAction)
        1    0.000    0.000    0.000    0.000 _exceptions.py:52(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:76(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:72(PickleError)
        1    0.000    0.000    0.000    0.000 contextlib.py:66(ContextDecorator)
        1    0.000    0.000    0.000    0.000 contextlib.py:202(_AsyncGeneratorContextManager)
        1    0.000    0.000    0.000    0.000 contextlib.py:367(aclosing)
        1    0.000    0.000    0.000    0.000 contextlib.py:557(ExitStack)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1366(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1429(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:525(OleDLL)
        1    0.000    0.000    0.000    0.000 typing.py:496(_Final)
        1    0.000    0.000    0.000    0.000 typing.py:1731(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:273(OGridClass)
        1    0.000    0.000    0.000    0.000 typing.py:1720(_LiteralGenericAlias)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:452(RClass)
        1    0.000    0.000    0.000    0.000 _linalg.py:100(SVDResult)
        1    0.000    0.000    0.000    0.000 _linalg.py:114(LinAlgError)
        1    0.000    0.000    0.000    0.000 _colorize.py:346(set_theme)
        2    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 argparse.py:1023(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1061(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1101(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1130(_CountAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1207(_ChoicesPseudoAction)
